"id","prefix","term","definition","reports","downloaded_at"
"3022","L","Least Developed Countries (LDCs)","A list of countries designated by the Economic and Social Council of the United Nations (ECOSOC) as meeting three criteria: (1) a low income criterion below a certain threshold of gross national income per capita of between USD 750 and USD 900, (2) a human resource weakness based on indicators of health, education, adult literacy, and (3) an economic vulnerability weakness based on indicators on instability of agricultural production, instability of export of goods and services, economic importance of non-traditional activities, merchandise export concentration, and the handicap of economic smallness. Countries in this category are eligible for a number of programmes focused on assisting countries most in need. These privileges include certain benefits under the articles of the United Nations Framework Convention on Climate Change (UNFCCC).","AR5-WG3; AR6","2026-02-27"
"3024","L","Levelized cost of conserved carbon (LCCC)","","AR5-WG3","2026-02-27"
"3026","L","Levelized cost of conserved energy (LCCE)","","AR5-WG3","2026-02-27"
"1780","L","Levelized cost of energy","(see Annex II) is the unique cost price of the outputs (US cent/kWh or USD/GJ) of a project that makes the present value of the revenues (benefits) equal to the present value of the costs over the lifetime of the project.","SRREN","2026-02-27"
"3028","L","Levelized cost of energy (LCOE)","See Annex II.3.1.1 for concepts and definition.","AR5-WG3","2026-02-27"
"419","L","Life cycle assessment (LCA)","Compilation and evaluation of the inputs, outputs and the potential environmental impacts of a product or service throughout its life cycle. This definition builds from ISO (2018).","SR15","2026-02-27"
"1896","L","Lifecycle analysis (LCA)","LCA aims to compare the full range of environmental damages of any given product, technology, or service (see Annex II). LCA usually includes raw material input, energy requirements, and waste and emissions production. This includes operation of the technology/facility/ product as well as all upstream processes (i.e., those occurring prior to when the technology/facility/product commences operation) and downstream processes (i.e., those occurring after the useful lifetime of the technology/ facility/product), as in the 'cradle to grave' approach.","SRREN","2026-02-27"
"1628","L","Lifecycle assessment (LCA)","Compilation and evaluation of the inputs, outputs and the potential environmental impacts of a product or service throughout its life cycle (ISO, 2018).","SRCCL; AR5-WG3; AR6","2026-02-27"
"1778","L","Lifecycle costs","include all of the above discounted to the starting year of a project.","SRREN","2026-02-27"
"2524","L","Lifetime","Lifetime is a general term used for various time scales characterizing the rate of processes affecting the concentration of trace gases. The following lifetimes may be distinguished:","AR5-WG1; AR6","2026-02-27"
"4900","L","Light-absorbing particles","Light-absorbing particles (LAP), for example, black carbon (BC), brown carbon and dust, are particles that absorb solar radiation and convert it into internal energy, thus raising the particle’s temperature and emitting thermal-infrared radiation that is selectively absorbed by the surrounding medium. LAP affect the energy balance of the atmosphere and clouds, and when deposited on snow and ice, they reduce snow/ice albedo, increasing heating and accelerating melting. These particles have a warming effect on climate.","AR6","2026-02-27"
"421","L","Likelihood","The chance of a specific outcome occurring, where this might be estimated probabilistically. Likelihood is expressed in this report using a standard terminology (Mastrandrea et al., 2010).","SRCCL; SROCC; SR15; AR5-WG3; AR5-SYR; AR5-WG2; AR5-WG1; SREX; AR6","2026-02-27"
